A,B,C,D,id
0.871507256,0.00429617,0.117945683,0.006250891,1058
0.084750643,0.002724305,0.001369867,0.911155185,1059
0.003582546,0.993340938,0.00045547,0.002621047,1060
0.00521085,0.993012379,0.000750694,0.001026077,1061
0.020235386,0.003984584,0.000784611,0.974995419,1062
0.034179719,0.938358849,0.020731048,0.006730384,1063
0.399973243,0.022564949,0.095001984,0.482459825,1064
0.003583411,0.002173448,0.000662864,0.993580277,1065
0.900675398,0.01455806,0.000990688,0.083775853,1066
0.036672558,0.945797687,0.005623919,0.011905836,1067
0.031562316,0.038071421,0.92238606,0.007980203,1068
0.031087213,0.967094779,0.001283123,0.000534885,1069
0.017268739,0.942841313,0.000974236,0.038915713,1070
0.107584801,0.7949502,0.083787127,0.013677873,1071
0.389863971,0.004610323,0.104930458,0.500595248,1072
0.266125145,0.046245616,0.638401037,0.049228202,1073
0.840173515,0.146000265,0.003890776,0.009935444,1074
0.045733434,0.02773873,0.007947279,0.918580556,1075
0.011465706,0.015671762,0.969577553,0.00328498,1076
0.991934175,0.002458759,0.0038082,0.001798866,1077
0.75644382,0.007894199,0.018937198,0.216724783,1078
0.00623097,0.035856758,0.141816228,0.816096044,1079
0.960498281,0.005365299,0.00688918,0.027247241,1080
0.977544413,0.020288285,0.001218406,0.000948896,1081
0.07682986,0.007607185,0.879271099,0.036291856,1082
0.048391993,0.278476692,0.668030837,0.005100479,1083
0.170244059,0.009604514,0.007962422,0.812189006,1084
0.012215964,0.357002831,0.004221724,0.626559481,1085
0.952915264,0.001839559,0.000676736,0.04456844,1086
0.544765768,0.241738344,0.156078006,0.057417883,1087
0.500640873,0.415045861,0.063649348,0.020663918,1088
0.887680281,0.036638938,0.060407396,0.015273385,1089
0.026811122,0.015276517,0.419396542,0.538515819,1090
0.01370162,0.796330464,0.18914507,0.000822846,1091
0.678301234,0.320406825,0.00074609,0.000545851,1092
0.583369136,0.167138046,0.047885852,0.201606967,1093
0.158615153,0.022850682,0.805514238,0.013019926,1094
0.091143168,0.81235025,0.010885499,0.085621083,1095
0.025912719,0.000886684,0.000832963,0.972367634,1096
0.113447622,0.65284603,0.199106778,0.03459957,1097
0.515264158,0.228647071,0.201780332,0.054308439,1098
0.027528535,0.970414209,0.001553054,0.000504203,1099
0.006686491,0.992363094,0.000401555,0.000548861,1100
0.35138673,0.083461664,0.511264706,0.0538869,1101
0.034980206,0.796145714,0.114695678,0.054178402,1102
0.009698267,0.008558691,0.052428351,0.92931469,1103
0.036343094,0.937300671,0.017167262,0.009188973,1104
0.037854706,0.760332069,0.009571166,0.192242059,1105
0.720335962,0.040638574,0.233858847,0.005166616,1106
0.277942869,0.00653659,0.709752021,0.00576852,1107
0.212906191,0.073578411,0.698092525,0.015422873,1108
0.027485839,0.968909164,0.002721467,0.000883531,1109
0.444672982,0.001707174,0.017241842,0.536378002,1110
0.371758973,0.308199013,0.030515835,0.289526179,1111
0.59362567,0.014861129,0.360052191,0.03146101,1112
0.124875156,0.866805365,0.004548576,0.003770902,1113
0.022615223,0.961623804,0.002875204,0.012885769,1114
0.014945025,0.984248565,0.000579482,0.000226928,1115
0.783778298,0.106072847,0.010502637,0.099646218,1116
0.005074557,0.967039329,0.00211539,0.025770723,1117
0.676372805,0.007998424,0.033674621,0.28195415,1118
0.54964727,0.018807894,0.428065724,0.003479111,1119
0.517127953,0.014669791,0.378338893,0.089863364,1120
0.024340825,0.007423534,0.054852896,0.913382745,1121
0.03432234,0.733843916,0.197511405,0.03432234,1122
0.994205498,0.003368421,0.000623095,0.001802986,1123
0.047080838,0.003864631,0.945644007,0.003410524,1124
0.058887968,0.058887968,0.865352378,0.016871685,1125
0.014930052,0.983262685,0.000655981,0.001151282,1126
0.015727902,0.005785972,0.973050709,0.005435417,1127
0.030911097,0.006479316,0.961615951,0.000993635,1128
0.038506494,0.005211287,0.932926849,0.023355369,1129
0.879761169,0.013358468,0.001807872,0.105072491,1130
0.52065326,0.03126766,0.217040582,0.231038497,1131
0.340459856,0.024662832,0.38579156,0.249085752,1132
0.362368991,0.597445463,0.031663446,0.008522101,1133
0.094322138,0.894903452,0.007742431,0.003031979,1134
0.752551182,0.244317583,0.002250088,0.000881147,1135
0.01573274,0.009542389,0.973350159,0.001374712,1136
0.875463366,0.013293211,0.006684246,0.104559177,1137
0.574327785,0.082739767,0.254856425,0.088076024,1138
0.244818436,0.708405674,0.031125171,0.015650719,1139
0.623650936,0.048090799,0.014666862,0.313591403,1140
0.821418507,0.046341265,0.125968619,0.006271608,1141
0.993067678,0.004895414,0.000799154,0.001237754,1142
0.447316769,0.088081905,0.370838627,0.0937627,1143
0.189625426,0.074258393,0.074258393,0.661857789,1144
0.2172567,0.158948397,0.432066539,0.191728364,1145
0.013008769,0.00396745,0.970803172,0.012220608,1146
0.695837203,0.272493748,0.004688515,0.026980535,1147
0.036323332,0.776627113,0.152926941,0.034122613,1148
0.911986026,0.005422866,0.002902651,0.079688457,1149
0.997380032,0.00140865,0.000753996,0.000457322,1150
0.885555133,0.093336824,0.009241597,0.011866446,1151
0.695306677,0.212056562,0.023792084,0.068844678,1152
0.990087378,0.004307222,0.003570812,0.002034588,1153
0.021234088,0.961128238,0.013709761,0.003927912,1154
0.385362749,0.560699491,0.052153177,0.001784583,1155
0.004327521,0.994753109,0.000516849,0.000402522,1156
0.0324887,0.008744213,0.94945892,0.009308166,1157
0.600819447,0.235284276,0.092138635,0.071757641,1158
0.263314108,0.055193635,0.247360712,0.434131544,1159
0.010981904,0.988559406,0.000311532,0.000147158,1160
0.003366017,0.993496338,0.00096438,0.002173264,1161
0.056899695,0.036737204,0.01630204,0.890061061,1162
0.183173079,0.0763579,0.016005485,0.724463537,1163
0.443174767,0.112052129,0.001598337,0.443174767,1164
0.013129372,0.003533722,0.979803183,0.003533722,1165
0.01576161,0.975136186,0.005117045,0.003985159,1166
0.683405986,0.303259568,0.003586185,0.009748262,1167
0.069729887,0.014616175,0.904270849,0.011383088,1168
0.020155159,0.005424687,0.971129915,0.003290239,1169
0.086712348,0.018175896,0.875763616,0.01934814,1170
0.982141052,0.009045207,0.003327546,0.005486195,1171
0.039459243,0.001845534,0.956009987,0.002685236,1172
0.200463474,0.0128152,0.241805107,0.544916219,1173
0.037242278,0.001444039,0.000822789,0.960490894,1174
0.878356242,0.08696905,0.02491705,0.009757657,1175
0.082402908,0.072720311,0.012636892,0.832239889,1176
0.019462427,0.038705658,0.004079546,0.937752368,1177
0.995342929,0.004067739,0.000294666,0.000294666,1178
0.621646243,0.354203373,0.018772091,0.005378293,1179
0.004299256,0.988256085,0.003145403,0.004299256,1180
0.008536234,0.006648025,0.598436255,0.386379486,1181
0.992882824,0.003160129,0.001916715,0.002040332,1182
0.030963319,0.963240644,0.001859492,0.003936545,1183
0.450863486,0.018609356,0.479941683,0.050585475,1184
0.995764055,0.001593624,0.00132116,0.00132116,1185
0.875337155,0.036129483,0.007114315,0.081419047,1186
0.015777943,0.001073702,0.976146935,0.00700142,1187
0.844724426,0.137897472,0.011319311,0.006058791,1188
0.030230303,0.940437205,0.01951815,0.009814342,1189
0.072449723,0.036430009,0.778907942,0.112212326,1190
0.054722152,0.911205622,0.004781568,0.029290657,1191
0.020272521,0.001563249,0.001379562,0.976784668,1192
0.013171756,0.002288908,0.982966194,0.001573142,1193
0.039799981,0.147874867,0.799403991,0.012921162,1194
0.188469601,0.35210757,0.00730776,0.452115069,1195
0.012505609,0.052650581,0.9332539,0.00158991,1196
0.979376079,0.003759987,0.00453541,0.012328524,1197
0.905050407,0.061589457,0.022657495,0.01070264,1198
0.536652183,0.049916429,0.020808263,0.392623125,1199
0.71895714,0.009050334,0.264489535,0.007502991,1200
0.020201803,0.003510546,0.002910345,0.973377307,1201
0.070975822,0.00702756,0.001568061,0.920428557,1202
0.621318658,0.061518883,0.004743827,0.312418632,1203
0.106392792,0.00207433,0.890816009,0.000716869,1204
0.225847593,0.695659562,0.039246422,0.039246422,1205
0.316038545,0.590437734,0.062231672,0.03129205,1206
0.032436672,0.420645159,0.006799094,0.540119075,1207
0.981703262,0.013154833,0.003124547,0.002017359,1208
0.033047193,0.965780608,0.000344878,0.00082732,1209
0.050661248,0.89799216,0.03270936,0.018637232,1210
0.108860417,0.035341803,0.05142202,0.804375761,1211
0.995317781,0.00159291,0.0014964,0.00159291,1212
0.638766558,0.015022347,0.004303974,0.341907121,1213
0.040062348,0.911814788,0.045396588,0.002726276,1214
0.620230615,0.311871558,0.013702677,0.05419515,1215
0.075795886,0.923382981,0.00039774,0.000423392,1216
0.007101388,0.001911313,0.990084459,0.00090284,1217
0.384221874,0.218923025,0.264071575,0.132783527,1218
0.01482921,0.007937504,0.976621211,0.000612075,1219
0.795899877,0.001741024,0.001124089,0.201235009,1220
0.203440837,0.626641932,0.011477347,0.158439883,1221
0.188843198,0.619193009,0.177401767,0.014562026,1222
0.830348988,0.127338134,0.041340639,0.000972239,1223
0.931652516,0.010349724,0.017063809,0.040933951,1224
0.802995567,0.051333787,0.006130947,0.1395397,1225
0.547481148,0.177741106,0.166972316,0.10780543,1226
0.309042656,0.03257286,0.654243309,0.004141174,1227
0.068407428,0.120058775,0.238765384,0.572768414,1228
0.034432087,0.072892728,0.888015309,0.004659876,1229
0.789828204,0.078203591,0.003032282,0.128935923,1230
0.06325475,0.929521711,0.006263067,0.000960472,1231
0.982803887,0.009635072,0.004016496,0.003544545,1232
0.848101067,0.054217283,0.083973371,0.013708279,1233
0.950582134,0.001045583,0.001045583,0.0473267,1234
0.690209048,0.287721946,0.019579724,0.002489282,1235
0.437038618,0.437038618,0.062961382,0.062961382,1236
0.519877729,0.139923192,0.123481799,0.21671728,1237
0.582293742,0.292795664,0.050880257,0.074030337,1238
0.139929223,0.710619251,0.139929223,0.009522303,1239
0.132324556,0.862864506,0.001887508,0.00292343,1240
0.87383793,0.071728993,0.033882377,0.0205507,1241
0.376945466,0.621478008,0.000934355,0.000642172,1242
0.138342346,0.008843929,0.005364114,0.847449611,1243
0.156652923,0.482524974,0.353022813,0.00779929,1244
0.072050879,0.031972384,0.877759419,0.018217319,1245
0.086356949,0.81933191,0.07620974,0.0181014,1246
0.072132898,0.825517379,0.052773556,0.049576168,1247
0.021370008,0.115525173,0.853621937,0.009482881,1248
0.050087025,0.050087025,0.393964946,0.505861004,1249
0.260742073,0.016668685,0.013818825,0.708770417,1250
0.080660533,0.205973886,0.117360382,0.5960052,1251
0.051220726,0.0844487,0.852901685,0.011428889,1252
0.032832504,0.006465105,0.959506467,0.001195924,1253
0.083730065,0.012840418,0.003246566,0.90018295,1254
0.642385292,0.343844059,0.009163135,0.004607514,1255
0.228203151,0.012874341,0.748249304,0.010673203,1256
0.990566238,0.000748845,0.008570078,0.000114839,1257
0.363779604,0.024755513,0.011693676,0.599771207,1258
0.288070683,0.691045644,0.015267189,0.005616485,1259
0.048165721,0.01379971,0.029213986,0.908820583,1260
0.287189648,0.056550995,0.5365409,0.119718457,1261
0.976097045,0.013079706,0.006576889,0.004246359,1262
0.021505132,0.003098108,0.002000289,0.973396472,1263
0.304756586,0.003836319,0.004627484,0.68677961,1264
0.997300735,0.001596082,0.000551591,0.000551591,1265
0.990534974,0.00404809,0.002455291,0.002961646,1266
0.007572467,0.991797536,0.000354169,0.000275827,1267
0.025213672,0.030413493,0.57386059,0.370512245,1268
0.489997967,0.006989446,0.432421688,0.0705909,1269
0.454665326,0.13866509,0.1780495,0.228620084,1270
0.027244378,0.902209942,0.012869333,0.057676348,1271
0.340509292,0.009659504,0.052218785,0.597612419,1272
0.284902568,0.043691224,0.104809797,0.566596411,1273
0.317552553,0.672258761,0.003997397,0.006191289,1274
0.016870132,0.98048223,0.001569167,0.001078471,1275
0.029263185,0.969063566,0.001065911,0.000607338,1276
0.357711924,0.405340713,0.191469395,0.045477968,1277
0.028890577,0.069304891,0.003045044,0.898759489,1278
0.629711173,0.231657781,0.05857226,0.080058787,1279
0.014039051,0.98421355,0.000955369,0.000792029,1280
0.245213333,0.05471449,0.29578374,0.404288438,1281
0.68355552,0.020641589,0.152521862,0.143281029,1282
0.332906951,0.039760061,0.621952048,0.00538094,1283
0.46349741,0.525211373,0.001671633,0.009619584,1284
0.10418147,0.009103275,0.067264613,0.819450641,1285
0.162136672,0.040994571,0.773510755,0.023358002,1286
0.068491969,0.06044395,0.834402972,0.036661109,1287
0.080001638,0.035500512,0.860098729,0.024399121,1288
0.984072953,0.0085139,0.004281058,0.003132089,1289
0.047196959,0.003211793,0.947976256,0.001614991,1290
0.034982713,0.001741687,0.960404043,0.002871557,1291
0.993204635,0.005547997,0.000662614,0.000584755,1292
0.322906597,0.028215261,0.006701713,0.642176429,1293
0.024367312,0.973348886,0.001213177,0.001070625,1294
0.113182138,0.836309165,0.025254349,0.025254349,1295
0.027209518,0.901055416,0.006462827,0.065272239,1296
0.049971099,0.005968198,0.942885495,0.001175208,1297
0.060019701,0.938866128,0.00040441,0.000709761,1298
0.052697285,0.011045948,0.934081691,0.002175076,1299
0.124358964,0.338042713,0.491849216,0.045749106,1300
0.013921491,0.008443811,0.001662685,0.975972013,1301
0.43555333,0.525377601,0.033586262,0.005482807,1302
0.153893256,0.036552848,0.689701723,0.119852174,1303
0.055152149,0.033451469,0.862724781,0.048671601,1304
0.149894102,0.037899164,0.810319846,0.001886888,1305
0.067412886,0.930606196,0.000293269,0.001687649,1306
0.978079844,0.003755011,0.014851358,0.003313786,1307
0.683981042,0.303514757,0.004905859,0.007598342,1308
0.243898445,0.003479025,0.001362406,0.751260123,1309
0.61384116,0.088432209,0.27239038,0.025336252,1310
0.049469138,0.773827523,0.104726167,0.071977172,1311
0.003579106,0.000455032,0.003579106,0.992386756,1312
0.992137011,0.004890825,0.002310262,0.000661901,1313
0.876390844,0.052631363,0.040989346,0.029988446,1314
0.658923339,0.006068474,0.003680715,0.331327472,1315
0.886910929,0.093479729,0.014335577,0.005273764,1316
0.131960977,0.002738763,0.860493582,0.004806678,1317
0.966797929,0.021359348,0.010089441,0.001753282,1318
0.063034928,0.006643833,0.926291551,0.004029688,1319
0.66388496,0.03518461,0.024182005,0.276748425,1320
0.022917492,0.001140994,0.001465066,0.974476448,1321
0.182383009,0.437514069,0.282480331,0.09762259,1322
0.007547273,0.001792634,0.00216233,0.988497763,1323
0.171060898,0.816085853,0.004852624,0.008000625,1324
0.032966634,0.963426348,0.001747168,0.001859851,1325
0.979991287,0.007028994,0.002752594,0.010227126,1326
0.308641084,0.145791725,0.541681973,0.003885218,1327
0.271747519,0.575289536,0.136643234,0.016319711,1328
0.399722388,0.513253706,0.069461331,0.017562575,1329
0.00545984,0.977422778,0.002276,0.014841383,1330
0.457404472,0.018879336,0.005409022,0.51830717,1331
0.059094041,0.003333858,0.013185663,0.924386438,1332
0.138856952,0.007833774,0.850601994,0.00270728,1333
0.032092249,0.605536395,0.153103577,0.209267778,1334
0.485767949,0.485767949,0.022719671,0.005744431,1335
0.084187523,0.002880739,0.905101079,0.007830659,1336
0.147588302,0.002105234,0.000994442,0.849312022,1337
0.89799216,0.018637232,0.050661248,0.03270936,1338
0.474304662,0.504894684,0.008160862,0.012639791,1339
0.005545223,0.992707974,0.001162342,0.000584462,1340
0.255666444,0.739795386,0.001112238,0.003425933,1341
0.062869189,0.075834718,0.815300012,0.045996081,1342
0.250508805,0.680953512,0.005199145,0.063338537,1343
0.053150819,0.942120758,0.003397818,0.001330605,1344
0.016879039,0.980999899,0.001671251,0.000449811,1345
0.176526813,0.578809135,0.200031085,0.044632968,1346
0.003775312,0.010262361,0.983367596,0.002594731,1347
0.311934111,0.021227385,0.660364517,0.006473987,1348
0.01314351,0.005832397,0.98085864,0.000165452,1349
0.045078115,0.03737107,0.905418202,0.012132613,1350
0.302363687,0.00296427,0.681387107,0.013284936,1351
0.692098185,0.056810879,0.239182733,0.011908204,1352
0.180863934,0.005813863,0.002746274,0.810575929,1353
0.738334743,0.004673448,0.001830149,0.25516166,1354
0.130770706,0.011426617,0.005070531,0.852732146,1355
0.049683315,0.003831166,0.827301443,0.119184077,1356
0.022066874,0.009198841,0.881458107,0.087276178,1357
0.977039823,0.013936727,0.007459792,0.001563657,1358
0.012442109,0.006659781,0.052383224,0.928514885,1359
0.285155203,0.64260713,0.008610941,0.063626726,1360
0.825485549,0.067759987,0.104948721,0.001805742,1361
0.940820984,0.056500688,0.001172635,0.001505693,1362
0.480667069,0.511667432,0.003238709,0.00442679,1363
0.010348859,0.028131115,0.029945416,0.93157461,1364
0.940311696,0.004934303,0.001705249,0.053048752,1365
0.699396028,0.241704793,0.011304684,0.047594496,1366
0.131823748,0.007436987,0.001140499,0.859598766,1367
0.020974541,0.044403104,0.24004091,0.694581445,1368
0.93264987,0.043620618,0.018183775,0.005545738,1369
0.059025073,0.464268105,0.436139522,0.0405673,1370
0.015582365,0.964046927,0.005732432,0.014638277,1371
0.969340608,0.018899134,0.002257179,0.009503079,1372
0.027512761,0.80404083,0.010121379,0.158325029,1373
0.293682032,0.001127494,0.00068386,0.704506613,1374
0.053464057,0.83631861,0.077789744,0.03242759,1375
0.075271748,0.916997687,0.004811962,0.002918602,1376
0.96853387,0.020101278,0.007871774,0.003493078,1377
0.004604663,0.000751691,0.000313351,0.994330295,1378
0.268446014,0.41577732,0.162820738,0.152955928,1379
0.005214006,0.000549552,0.000622724,0.993613718,1380
0.776791511,0.041168437,0.105127287,0.076912766,1381
0.064021301,0.883786885,0.049859839,0.002331976,1382
0.025844554,0.054712922,0.911052026,0.008390498,1383
0.047319492,0.950437406,0.001428925,0.000814177,1384
0.075550341,0.920391472,0.001472997,0.00258519,1385
0.146059193,0.840512613,0.010580492,0.002847701,1386
0.021171823,0.958309791,0.005028749,0.015489637,1387
0.008572036,0.990792483,0.000376629,0.000258853,1388
0.982353999,0.015878271,0.000290821,0.001476909,1389
0.086464191,0.873257315,0.038368252,0.001910242,1390
0.596893454,0.09153657,0.160651684,0.150918291,1391
0.529506415,0.104265989,0.36392406,0.002303536,1392
0.142321577,0.033804333,0.004869977,0.819004113,1393
0.055233462,0.218452605,0.593815746,0.132498187,1394
0.295066227,0.378872535,0.15793757,0.168123668,1395
0.919425412,0.037949219,0.027764242,0.014861128,1396
0.853738115,0.115540878,0.027443364,0.003277643,1397
0.004900906,0.994181692,0.00062308,0.000294322,1398
0.100010769,0.89138623,0.006393475,0.002209526,1399
0.019518685,0.607208526,0.135486528,0.237786261,1400
0.059597193,0.388622538,0.020596239,0.53118403,1401
0.525045781,0.264009614,0.170457419,0.040487186,1402
0.080399182,0.051909614,0.864372733,0.003318471,1403
0.97843842,0.007470468,0.001774392,0.01231672,1404
0.062712519,0.010897802,0.00483587,0.921553808,1405
0.319998212,0.561614353,0.059193717,0.059193717,1406
0.991399106,0.004887189,0.00296423,0.000749475,1407
0.059898451,0.936969443,0.001808777,0.001323329,1408
0.823572607,0.126298935,0.018195087,0.031933372,1409
0.013897295,0.010167478,0.974275432,0.001659795,1410
0.003591184,0.995735526,0.000294782,0.000378508,1411
0.938336115,0.056351463,0.002325903,0.002986519,1412
0.049862856,0.940843085,0.004937091,0.004356968,1413
0.03401545,0.933849028,0.016067761,0.016067761,1414
0.168876581,0.335851185,0.278430412,0.216841823,1415
0.216540451,0.710008827,0.007409608,0.066041114,1416
0.1915899,0.00790786,0.042749485,0.757752755,1417
0.030956937,0.00445977,0.001541255,0.963042038,1418
0.70090614,0.044807425,0.012059755,0.24222668,1419
0.00628076,0.992265604,0.000904829,0.000548807,1420
0.208226607,0.038518054,0.026473045,0.726782293,1421
0.724769525,0.118315383,0.052502133,0.104412959,1422
0.593089583,0.020294407,0.337932258,0.048683752,1423
0.008964827,0.013884995,0.003737096,0.973413083,1424
0.021575595,0.976585908,0.000890531,0.000947965,1425
0.997153772,0.002321945,0.000356082,0.000168201,1426
0.021047622,0.450017953,0.329240168,0.199694256,1427
0.910525924,0.005763371,0.017752433,0.065958273,1428
0.946843883,0.032399218,0.017342048,0.003414852,1429
0.992639472,0.004596834,0.000963549,0.001800146,1430
0.970044693,0.020132635,0.003286562,0.00653611,1431
0.039324713,0.952750649,0.004696668,0.00322797,1432
0.992089649,0.006684648,0.000798367,0.000427335,1433
0.420429462,0.574658941,0.004387575,0.000524021,1434
0.039371855,0.00500557,0.001729879,0.953892696,1435
0.046968761,0.005269748,0.004368774,0.943392717,1436
0.033033665,0.965385188,0.000937093,0.000644054,1437
0.008583058,0.172395282,0.046399561,0.772622099,1438
0.736168461,0.036651673,0.210915789,0.016264077,1439
0.012400141,0.985065114,0.001306965,0.00122778,1440
0.015471606,0.274240777,0.00998922,0.700298398,1441
0.157070226,0.014609807,0.749340097,0.07897987,1442
0.022900986,0.001765934,0.001558431,0.973774649,1443
0.732412164,0.006336607,0.253114863,0.008136365,1444
0.997863522,0.001323946,0.000754362,5.82E-05,1445
0.086256249,0.076120873,0.818376507,0.019246371,1446
0.027472516,0.002720147,0.001367776,0.968439561,1447
0.218382788,0.016839872,0.716049553,0.048727787,1448
0.86768732,0.033643888,0.035813733,0.062855059,1449
0.254096506,0.120026691,0.572615282,0.053261521,1450
0.039537453,0.001737154,0.000820574,0.957904819,1451
0.997865573,0.001596987,0.000379318,0.000158123,1452
0.911778648,0.00839719,0.06204731,0.017776852,1453
0.026836058,0.186279162,0.050136356,0.736748423,1454
0.983272897,0.00662524,0.007507381,0.002594481,1455
0.011626683,0.923622041,0.062853272,0.001898004,1456
0.024824262,0.033930743,0.931523674,0.009721321,1457
0.980166937,0.009027025,0.010228959,0.000577078,1458
0.067879498,0.196415839,0.729773418,0.005931246,1459
0.081379673,0.498510905,0.031868738,0.388240684,1460
0.130832668,0.012954191,0.00307689,0.853136251,1461
0.995227495,0.003167591,0.000852545,0.000752369,1462
0.01672408,0.010143667,0.001138088,0.971994164,1463
0.012202452,0.969360843,0.016678775,0.00175793,1464
0.745554269,0.200663215,0.050735606,0.00304691,1465
0.055417235,0.866871465,0.062795954,0.014915346,1466
0.009107057,0.001582569,0.000453414,0.98885696,1467
0.525170226,0.150463798,0.318531863,0.005834113,1468
0.721712326,0.206774031,0.052280662,0.019232981,1469
0.482350762,0.050839396,0.013683235,0.453126607,1470
0.576189628,0.020987706,0.006813712,0.396008954,1471
0.017672204,0.964869495,0.015595665,0.001862637,1472
0.181723367,0.40951993,0.248386393,0.160370309,1473
0.934247519,0.020640214,0.041047967,0.0040643,1474
0.760054049,0.231803402,0.006999855,0.001142695,1475
0.253347941,0.473316267,0.174123324,0.099212468,1476
0.144462088,0.733638994,0.105690721,0.016208197,1477
0.940882922,0.003393354,0.002642747,0.053080977,1478
0.202693058,0.024208231,0.664604949,0.108493763,1479
0.004327502,0.000259887,0.000663644,0.994748967,1480
0.224452208,0.012662727,0.224452208,0.538432857,1481
0.216840518,0.627448844,0.015707876,0.140002761,1482
0.02916678,0.002249101,0.965871185,0.002712934,1483
0.005009995,0.95473617,0.003234696,0.03701914,1484
0.102088741,0.027476812,0.015655816,0.854778631,1485
0.083532113,0.016448452,0.001964487,0.898054947,1486
0.067306482,0.599896141,0.321101265,0.011696113,1487
0.049998779,0.943407779,0.002489293,0.00410415,1488
0.050825067,0.546420965,0.375549271,0.027204698,1489
0.056220542,0.005925603,0.001697714,0.936156141,1490
0.116350313,0.807631199,0.02438835,0.051630138,1491
0.997904241,0.001500288,0.00033476,0.000260711,1492
0.953387931,0.013599349,0.010591184,0.022421536,1493
0.110577408,0.817062634,0.046095522,0.026264437,1494
0.633996797,0.132892952,0.219103437,0.014006814,1495
0.537587208,0.046973852,0.068346552,0.347092388,1496
0.355460015,0.015617827,0.623851792,0.005070366,1497
0.855290397,0.040002463,0.002557273,0.102149868,1498
0.056241858,0.002630467,0.004616614,0.936511061,1499
0.454130142,0.021239949,0.010033042,0.514596867,1500
0.459595871,0.042749078,0.008417793,0.489237258,1501
0.025773087,0.967127911,0.00289166,0.004207341,1502
0.40248289,0.108326787,0.259862485,0.229327838,1503
0.590861987,0.169284804,0.070568405,0.169284804,1504
0.058874801,0.007031592,0.013136744,0.920956863,1505
0.200648962,0.793582064,0.003675014,0.00209396,1506
0.020319781,0.979061934,0.000328439,0.000289846,1507
0.52934003,0.002032225,0.001486807,0.467140937,1508
0.154214075,0.691139578,0.026798388,0.127847959,1509
0.815120562,0.031605657,0.14164671,0.011627071,1510
0.032902644,0.9615562,0.004183102,0.001358054,1511
0.732375189,0.02354216,0.209829011,0.03425364,1512
0.056492459,0.883690726,0.053069753,0.006747062,1513
0.003517245,0.001007707,0.020240351,0.975234697,1514
0.946477297,0.041585307,0.009278936,0.00265846,1515
0.994469346,0.003165177,0.000190084,0.002175393,1516
0.031454842,0.033483505,0.015816488,0.919245164,1517
0.027576731,0.972113261,0.000210551,9.95E-05,1518
0.924682986,0.018028448,0.014040569,0.043247997,1519
0.061976253,0.910734484,0.018901689,0.008387574,1520
0.983917835,0.008512557,0.004021047,0.003548562,1521
0.032658184,0.028820746,0.896587131,0.041933938,1522
0.181464228,0.717704966,0.051990372,0.048840434,1523
0.635577206,0.319588289,0.031643522,0.013190983,1524
0.032955192,0.019988334,0.90474117,0.042315304,1525
0.802897145,0.158099827,0.007871327,0.031131702,1526
0.962238284,0.027296601,0.004743437,0.005721677,1527
0.711573803,0.217017736,0.025919072,0.045489389,1528
0.036871967,0.003429626,0.008757858,0.950940548,1529
0.052127425,0.923980615,0.015897963,0.007993998,1530
0.752465433,0.002113521,0.001131286,0.244289759,1531
0.001809023,0.000379192,0.000277422,0.997534363,1532
0.039099138,0.007232613,0.94728549,0.006382759,1533
0.160663135,0.007514315,0.015907805,0.815914746,1534
0.789002313,0.128801098,0.06476526,0.017431329,1535
0.969620459,0.00308609,0.018904589,0.008388862,1536
0.290874043,0.450514558,0.017468348,0.241143051,1537
0.313090185,0.662811888,0.014643423,0.009454504,1538
0.21245821,0.01275911,0.696623672,0.078159008,1539
0.002017094,0.000542893,0.01586567,0.981574343,1540
0.013209998,0.985820126,0.000545242,0.000424635,1541
0.107538787,0.032797477,0.20090888,0.658754856,1542
0.214630987,0.027287268,0.514872973,0.243208771,1543
0.977804645,0.017909119,0.002009347,0.002276889,1544
0.099767201,0.056845637,0.73718553,0.106201632,1545
0.025016364,0.881857193,0.011100942,0.082025501,1546
0.922046,0.075686139,0.001570816,0.000697045,1547
0.007568582,0.99128878,0.000849171,0.000293466,1548
0.733038382,0.185341134,0.077261679,0.004358805,1549
0.986426872,0.006646491,0.003787057,0.00313958,1550
0.946420133,0.023693164,0.025221242,0.004665462,1551
0.005907608,0.993507013,0.000427946,0.000157433,1552
0.996493775,0.002320407,0.000908685,0.000277133,1553
0.031029423,0.965297107,0.002392732,0.001280737,1554
0.138022005,0.658466161,0.002691001,0.200820833,1555
0.021435477,0.005419739,0.002900977,0.970243807,1556
0.025571417,0.030845017,0.901423427,0.042160139,1557
0.161128056,0.637273784,0.076111504,0.125486656,1558
0.013099242,0.004526977,0.977554838,0.004818942,1559
0.032116581,0.173620598,0.016149235,0.778113585,1560
0.978911109,0.007021249,0.013117419,0.000950223,1561
0.32750144,0.476511783,0.113181456,0.082805322,1562
0.98788445,0.005874176,0.002448721,0.003792653,1563
0.211516004,0.785877293,0.001181519,0.001425184,1564
0.310720192,0.012824956,0.657794652,0.0186602,1565
0.272095033,0.694818988,0.023775399,0.00931058,1566
0.466556022,0.00260616,0.002160583,0.528677235,1567
0.055808049,0.929287457,0.012452459,0.002452035,1568
0.014605835,0.012108663,0.961910465,0.011375036,1569
0.998287294,0.00124426,0.000277632,0.000190814,1570
0.643639187,0.152877716,0.143615323,0.059867774,1571
0.232466604,0.762228673,0.003529819,0.001774904,1572
0.992312586,0.001915614,0.005543012,0.000228787,1573
0.075928086,0.868950886,0.046052712,0.009068317,1574
0.639329457,0.033883218,0.301997834,0.024789492,1575
