Word,Frequency,PMI,R_Entropy,L_Entropy
记,81,80,4.668986958453064,5.163482026499087
读,81,80,3.3608360762742904,4.930798704800677
别,80,80,5.120191701385381,4.8236656731940295
富,80,80,3.9984482435596984,5.345714015923012
的,79,80,5.942021690438196,5.923034750830325
草,79,80,5.432144305696145,5.54360757489363
送,79,80,5.423057813792073,5.572469458770138
华,79,80,5.224203041852298,5.381886669462982
盛,79,80,5.161580145629818,5.285757791080093
爵,79,80,5.031542766968333,4.229338980434418
集,79,80,4.893413340488955,5.588337460040548
救,79,80,4.7630183644301445,5.554124145638318
极,79,80,4.755640475253237,5.611935145089898
甫,78,80,5.548107945083255,4.571034795964158
废,78,80,5.521605564018485,5.552474275045993
比,78,80,5.426895823871134,4.722435394086041
精,78,80,4.972969314395313,5.43978783828082
蜀,78,80,4.944249770481667,4.6372817851575485
叹,78,80,2.3210558313271736,5.158620790386663
儿,77,80,5.570561913607676,4.773177130873563
伐,77,80,5.171468485014093,5.276264718151781
川,77,80,4.81923567775942,4.389778013350051
判,77,80,4.5619936922067446,4.221222397333954
仪,77,80,4.195046883018049,4.77755103548749
专,76,80,5.295829777815389,5.508160502376117
劾,76,80,5.236236878930094,5.115168898701707
旨,76,80,4.889680181354619,4.697749388073521
按,76,80,4.800471439865567,5.2713706343788544
隆,76,80,4.223622270736646,4.494820314305421
笑,76,80,3.297588293387318,5.342927224925183
顺,75,80,5.320256232327482,5.010453389785113
奔,75,80,5.270802436500393,5.699623096598407
诣,75,80,5.157165956342293,5.691786956746811
女,75,80,5.135985730496545,5.084661591894847
策,75,80,5.054380872862172,5.383428973883765
越,75,80,5.024750295782999,4.578484031138831
图,75,80,4.8623778448090045,5.158497618708908
肃,75,80,4.810029277918715,5.008253193142325
妻,75,80,4.791812889190944,4.44046411235694
曾,75,80,4.784768721323974,4.773660689688187
管,75,80,4.412270315214322,3.1269745940772973
运,75,80,4.092190462304625,3.7356757576254873
康,74,80,5.446729921034571,4.656563448893409
移,74,80,5.35672296430096,5.253731531549132
木,74,80,5.315822993229654,4.940613719054478
穷,74,80,5.283214015923012,5.280639062229566
党,74,80,5.235902344426088,4.746932734202183
纵,74,80,5.08722736432382,5.403998122576229
惧,74,80,4.779985193027283,5.495574960495609
雄,74,80,4.171749115838313,4.753376105702541
虏,73,80,5.069319956104106,4.941154911716979
颖,73,80,5.044042026365453,3.399545139176505
约,73,80,4.752666400542164,5.306412264666736
土,73,80,4.613873462316247,5.433798528024126
玄,73,80,4.595165413482174,4.083806714350833
共,72,80,5.970100816657304,5.333918898701707
犯,72,80,5.013813043874001,5.31350415767548
隐,72,80,4.828665049737477,5.073079645651112
冠,72,80,4.730934902147899,4.738210281342425
赋,72,80,4.670653660032732,5.140319531114783
识,72,80,4.634111044625447,5.085701523791434
器,72,80,4.537635087443513,5.265213483521784
庶,72,80,3.928631692685101,4.373771441030929
驾,71,80,5.113089031667139,3.6121989336268903
亭,71,80,4.851904979763096,5.226409765557392
振,71,80,4.833138659370556,5.298990120587627
饮,71,80,3.8333431992342644,5.250815012412088
连,70,80,5.489927481199775,4.995766245156567
避,70,80,5.195816471537618,4.9282343672507976
勇,70,80,5.180832987205443,5.015503058535902
示,70,80,4.93734810231687,4.042752156395338
扬,70,80,3.289858738800421,5.388297813053762
昔,69,80,5.532660217679409,4.607264455478377
颇,69,80,5.356855320957341,4.910659862177843
目,69,80,5.243247198823741,5.241335034982453
感,69,80,4.647171109747239,5.244273354268994
息,69,80,3.907734270742486,4.643906340459883
季,69,80,3.4595694796667065,5.01906068483403
干,68,80,5.185352548419701,5.2535004141285535
迎,68,80,5.02764247057246,5.369021558767958
术,68,80,4.9611484756323305,4.621589301390773
雨,68,80,4.945772482251059,4.92973742089034
委,68,80,4.884097408369549,4.908535064941463
逆,68,80,4.815552159365316,5.476621464024991
载,68,80,4.7466170542367685,5.149025555838541
寿,68,80,4.430175337275509,4.934377074982095
苏,68,80,4.364865506622269,4.8772033483198465
财,68,80,4.250281714265991,5.191410478986791
围,67,80,5.407574770641923,4.996924958035211
造,67,80,5.407194180717537,5.090666916623246
简,67,80,5.350561963997159,5.1483365052409855
孤,67,80,5.196647645765805,4.8232314287976195
录,67,80,4.929791950188611,4.174319594366259
赴,67,80,4.919827597519603,5.125
惠,67,80,4.809599511683906,4.935324058748421
责,67,80,4.5462376152596,5.24035602274689
补,66,80,5.381458003865472,4.730416151741
敕,66,80,5.361373769664152,5.086898408317214
典,66,80,5.293330584302222,5.672268804433747
面,66,80,5.243247198823742,4.82651597322702
要,66,80,5.150324384887383,5.239458529939172
咸,66,80,4.855294922986874,4.753225616242671
危,66,80,4.786790198827113,5.380063254367904
境,66,80,4.343805771517129,5.052886927372153
施,66,80,4.291963542566327,5.140310781385622
谕,66,80,4.287755431522768,5.202479553833678
智,66,80,3.79328004513978,4.688013193098903
庄,66,80,3.4805972501243536,5.214163319762745
朱,65,80,5.344354479358215,4.903465189601648
充,65,80,5.338368295768288,4.234289863032468
俱,65,80,5.337024334475738,5.243597863747971
设,65,80,5.273557262275184,5.253660689688188
切,65,80,4.900025150061048,4.5984224403155
丁,65,80,4.626657419175431,4.801969876934212
竟,65,80,4.597746789441352,4.8983783655120074
凤,65,80,4.40387710448545,5.041527262852108
院,65,80,4.045980358012783,4.230915308975047
英,65,80,3.992045846609569,4.884619282669957
豫,65,80,3.943929713052628,4.543942707918269
洛,65,80,2.955877666850704,4.892738143119983
向,64,80,5.211486469023093,4.665734249091248
族,64,80,5.141249800455478,4.894834999573806
劝,64,80,5.068766555285894,5.124634257373817
范,64,80,4.824628979449392,4.9854122277491095
释,64,80,4.633249087660479,4.6897397132099705
俗,64,80,4.385754484978179,4.129421799608752
孟,64,80,4.312037096922233,4.244668584767825
辟,63,80,5.245447224305562,5.103465189601649
朕,63,80,5.03414846266518,4.623516641218013
体,63,80,5.009635872652927,4.431093122497559
筑,63,80,4.909368063943885,5.388758439731457
考,63,80,4.641378663973622,5.403856189774728
奸,63,80,4.570982616074135,4.694464728655779
讲,63,80,4.174319594366259,4.729894129896723
嗣,63,80,4.1463484890423725,4.759885462257192
检,63,80,3.385979129983102,3.535296844314292
适,62,80,5.549452668030775,5.009635872652927
仍,62,80,5.400815129331846,4.247927513443583
甲,62,80,5.164622632146297,5.144640622458223
野,62,80,5.07874783089891,4.4481432666264045
假,62,80,4.9667843963324065,4.780470187252587
夺,62,80,4.654558294077945,5.079965439170125
夷,62,80,4.519925224377836,5.503856900091694
呼,62,80,4.510012584300539,4.228623135837348
农,62,80,4.260173314495301,4.428779813241683
鸣,62,80,4.152942475040422,4.539946170214381
饥,62,80,3.8301826981560265,5.100005145553908
雍,62,80,3.5939917630919944,4.6395218429498035
弱,62,80,3.2977309221191597,5.293874788090403
震,61,80,5.118562939644918,4.72637013015618
拔,61,80,5.106377316818026,5.01602764126623
头,61,80,5.05438087286217,4.793657470283998
杜,61,80,4.862373354557566,4.932138039759377
斯,61,80,4.778423503030126,4.400703598352594
空,61,80,4.457492621691739,4.115886000576179
役,61,80,4.450659520888913,4.6115652330221595
叛,61,80,4.41545813444441,5.230003558434908
灵,61,80,4.2199646901008006,5.265466763497703
翰,61,80,2.264096233272527,4.38353525230907
彼,60,80,5.521640636343323,3.6163485660751644
坚,60,80,5.287922587570777,4.674837439931325
但,60,80,5.273987788091232,3.4182958340544896
各,60,80,5.21269918803513,5.297300040726041
屡,60,80,5.100117729665739,5.1227988949656025
虚,60,80,5.053660689688188,4.615339660664093
资,60,80,5.051428324170392,5.003287213170635
愈,60,80,5.001397362315937,5.011827681372811
袭,60,80,4.973971132496171,5.095795255000932
尹,60,80,4.607435516759525,4.2360724571448864
籍,60,80,4.586890264002435,5.372106461419293
步,60,80,4.361814265998896,4.930473992176585
休,60,80,4.20297224329311,4.9550110664926725
希,60,80,3.853634453302188,4.830183125768362
答,60,80,3.664653803789035,4.779985193027283
悦,60,80,3.432817315121022,3.6744195145682705
访,59,80,5.259426622493773,4.831074987250574
微,59,80,5.139487255840895,4.965936788508254
丘,59,80,5.131556065016094,4.796101622333519
显,59,80,4.935546689086913,5.198101883546502
列,59,80,4.90736567202152,5.07665825275602
塞,59,80,4.62015169511603,5.085638577043013
庙,59,80,4.615311532225102,4.814791359729564
贞,59,80,4.065791250368519,4.233608649698742
宾,59,80,2.629796992864146,5.079000586942274
郑,58,80,5.244818349809621,5.240218243074191
弗,58,80,5.161319409669525,4.863749485074334
曲,58,80,5.132257608230924,5.224384189253335
画,58,80,5.095795255000932,4.67850885479768
材,58,80,5.011827681372811,4.7605889176837
傅,58,80,4.850534387012965,3.7170457032393323
吕,58,80,4.769220005689466,4.764650461427791
豪,58,80,4.579470570797252,5.187035390948685
拒,58,80,4.233521852064554,5.411095568495561
阙,58,80,4.006436738245531,4.710923667317559
积,57,80,5.0780449493603195,5.153055907333277
到,57,80,5.021928094887363,5.247362905339698
燕,57,80,4.953213053667204,4.912272579176127
惊,57,80,4.67262819757264,4.765533507902212
没,57,80,4.66257326515091,4.971653211373843
陷,57,80,4.5378447930488806,5.061607392201215
泰,57,80,3.9949985972160724,4.123478672569886
优,57,80,3.860195081458335,4.875145808605837
霸,56,80,5.0723687494882395,4.788754913993503
商,56,80,4.993898304391787,5.021928094887363
胡,56,80,4.907761238355062,4.785151577725659
让,56,80,4.541795446084617,4.097593590489955
驰,56,80,4.477341682157653,5.358519762996339
俄,56,80,4.255344040213976,2.321928094887362
慎,56,80,3.6081816167087393,4.701746263386653
末,56,80,3.6053885422075345,4.983809352191817
浙,56,80,3.1464800943507027,4.79465347354434
茂,55,80,5.050931304471529,4.601409765557392
稍,55,80,5.047459204859197,4.892407118592878
断,55,80,4.93715161745096,5.323067982273659
某,55,80,4.927327302755811,4.65057194545458
幼,55,80,4.768020923401284,4.803055907333277
招,55,80,4.756550113950107,5.186704345910023
泣,55,80,4.749069045893638,4.704074629315147
吉,55,80,4.6271673246578855,3.99748798354471
弃,55,80,4.539470570797252,5.297300040726041
冬,55,80,4.327819531114783,3.4626686238292463
祭,55,80,3.0462937662571763,4.774860596185443
矢,54,80,4.391489514102184,4.112275706377441
祸,54,80,4.266764026202947,4.413423651596768
襄,54,80,3.994428896783277,4.700527752453303
葬,54,80,3.9864543749030035,4.594828855318532
况,53,80,5.363856189774728,3.572469458770136
调,53,80,5.354406017540445,4.82516405232236
习,53,80,5.17573586910049,4.862206410719467
援,53,80,4.932138039759376,4.997676699687266
全,53,80,4.663646235062165,4.816354426181254
虑,53,80,4.660670732282753,5.12963946395411
附,53,80,4.499597622210291,5.002464946156024
妇,53,80,4.333605474910932,5.0048861640918405
儒,53,80,4.278724567227167,4.689308371629975
绍,53,80,4.242078827515998,4.1761085007312415
宪,53,80,3.9801207665712526,4.590032591201639
钦,52,80,5.088779347361358,4.392126684633539
升,52,80,4.921928094887363,4.682587475161557
戒,52,80,4.51089956542986,4.771928094887362
赦,52,80,4.304229296672174,4.505988585397972
灭,52,80,4.292770193936989,5.110902344426086
渡,52,80,3.380511760082435,5.15554869205714
逾,52,80,3.0223396039452273,4.253434386188786
孺,52,80,2.887184527957156,2.75
回,51,80,5.193706615167214,5.053055907333277
署,51,80,4.963745994207333,4.925421221006457
满,51,80,4.772581706041735,4.423498224896145
畏,51,80,4.769974678246912,5.047408651885231
奴,51,80,4.711952783564804,3.24310977633166
尊,51,80,4.553055907333275,4.621733423335898
存,51,80,4.50413720925086,5.121115365169276
谒,51,80,4.147717892246673,5.055958151615122
粮,51,80,4.139112210845508,4.756328385912464
祠,51,80,3.715932185515029,4.742688294049891
象,51,80,3.3695540128940222,4.411758105264182
晏,51,80,2.998975347188175,4.532665279941248
谦,50,80,5.036616208140157,4.216591062590433
诞,50,80,5.0289919624519905,3.0421049656995875
杰,50,80,4.979264809390595,2.4560631703127878
伤,50,80,4.821928094887363,4.8341837197791895
聚,50,80,4.815458649899995,4.851335236272632
笔,50,80,4.766624569199766,4.897300040726041
谁,50,80,4.565344987058984,3.6457113704075788
剑,50,80,4.458694969562841,5.194235677759421
温,50,80,4.327484781955841,4.425141203232901
僚,50,80,3.958694969562841,4.383307876204242
湖,50,80,3.6299290014603214,4.56745350091353
弼,49,80,5.192798650906777,3.730843972933436
飞,49,80,5.095237675297022,4.571374711042187
侵,49,80,4.993391529870108,5.065572312741006
牛,49,80,4.96114847563233,4.905974696849668
玉,49,80,4.8219280948873635,5.018794978907584
薄,49,80,4.779094498080775,4.98418371977919
堂,49,80,4.753225616242672,4.629247855285174
宿,49,80,4.577697282049904,5.106603137064476
贺,49,80,4.423251796980339,4.632014074169871
谨,49,80,3.7003318474653284,4.607435516759525
彭,49,80,3.368956272904774,4.458103180234289
寡,49,80,3.3491379578234017,4.864726676381291
训,48,80,4.784183719779189,3.7951652628871106
护,48,80,4.707677244155821,4.897300040726041
藏,48,80,4.609383763272787,5.083025814611567
勤,48,80,4.301382031232561,4.178278980761468
擒,48,80,4.058053136652386,4.574054041187684
铁,48,80,3.64067600946731,4.425141203232901
庐,48,80,3.5786325663364376,5.064869077788814
裕,47,80,5.0802740137340425,3.848502218418459
暴,47,80,4.880179922675739,4.558106629718651
结,47,80,4.844324311457954,4.282340283509331
殊,47,80,4.784142858171084,4.822000516883151
羌,47,80,4.781036112553421,4.729283016944964
寒,47,80,4.764857659740294,4.735362370366206
离,47,80,4.7353623703662056,4.905974696849667
怨,47,80,4.686146588249909,4.919087818311511
接,47,80,4.604582217613528,4.975418017913834
最,47,80,4.528741321315404,4.921928094887363
须,47,80,4.508694969562841,4.7025645142191275
捕,47,80,4.36229063875876,5.1182751607709775
状,47,80,4.152391277629865,4.542705097823017
忘,47,80,4.079330367233294,3.492065849599878
庭,47,80,3.560820381093429,4.253055907333274
浩,46,80,4.833014173206122,4.194388488997389
勋,46,80,4.810672622327237,4.580023372597454
辱,46,80,4.73452166477975,5.0124798907455554
赞,46,80,4.675077818503819,4.375
宴,46,80,4.65057194545458,4.832560875056692
费,46,80,4.487122805397797,5.131556065016094
静,46,80,4.443568731230679,4.859641000228759
火,46,80,4.269748002648791,5.0589840894454285
税,46,80,3.7071562309216124,4.516614721924478
唯,45,80,5.193706615167214,3.584962500721156
亮,45,80,5.131556065016094,3.1120441902556015
睿,45,80,4.94577248225106,3.969815782426811
郭,45,80,4.753055907333276,4.447702779220089
旦,45,80,4.712018882480421,3.576526993152989
助,45,80,4.6287447707997655,4.928048578412306
羽,45,80,4.481627106107697,3.147571262703451
欢,45,80,4.375222374437916,3.930709582593747
松,45,80,4.0898227820087545,4.826874881864639
夕,44,80,4.829966150010236,3.664469387487274
操,44,80,4.760067015271102,4.850209029099895
斗,44,80,4.090234012145144,4.515373345764893
困,44,80,4.013070929103844,4.390017217489902
系,44,80,4.005587585861932,4.855789718806774
熙,44,80,3.5449078506790435,3.3235167103374836
项,44,80,2.895461844238321,4.413716068381602
薨,44,80,2.5,4.0902965033278145
耶,44,80,2.1280852788913944,5.095237675297022
沈,43,80,5.0076601035393065,4.773557262275186
仓,43,80,4.815622570826658,4.317033095124793
掠,43,80,4.773557262275186,4.381551701422876
弥,43,80,4.753055907333275,3.8559310603016765
遭,43,80,4.6786467453731175,4.532665279941249
杖,43,80,4.660670732282753,4.182907326480825
哀,43,80,4.516875695766563,4.32323142879762
贡,43,80,4.369707376737533,3.899549859545248
端,43,80,4.359126526316814,4.810672622327236
桥,43,80,4.095795255000932,4.32672486320344
述,43,80,3.9621031651557947,4.253212018409155
叔,43,80,3.534829508503261,3.688307235905091
辽,43,80,2.7092835125111314,4.683542362433229
鸿,43,80,2.1226474821964847,4.1898980954642875
藩,42,80,4.977709911169939,4.116729296672174
戚,42,80,4.7711426205984715,3.110425100847937
循,42,80,4.756618568273183,4.233639952626228
勿,42,80,4.753774260662876,4.900711588373536
贾,42,80,4.7045114597155475,4.247167197306933
抵,42,80,4.671730220243275,4.5121987351738495
靖,42,80,4.6590607176127286,3.3562014052029676
规,42,80,4.574054041187683,4.226832667191882
窃,42,80,4.519392785676613,4.349191770915039
逃,42,80,4.343289445392767,4.5567521843254175
寺,42,80,4.27137063437885,4.537804675973283
寝,42,80,3.9995812306460645,4.8647266763812915
维,41,80,5.0289919624519905,4.1429146733542535
亨,41,80,5.014997302659249,2.5698567946563884
宽,41,80,4.781036112553421,4.683542362433229
莽,41,80,4.772581706041735,3.071735027138169
趋,41,80,4.73351713659012,4.718488437474714
牧,41,80,4.32859953904025,3.9987147966216314
类,41,80,4.317121392085728,4.631305423879506
勉,41,80,4.195675662809304,3.7724496208421776
毕,41,80,4.021928094887362,4.455542527154548
悟,41,80,3.506890595608519,4.172254252528599
恨,41,80,3.4817276788697367,3.999581230646065
顷,41,80,2.2926182206746386,3.352135539906906
潜,40,80,5.142664355548851,4.6875
渊,40,80,4.892147223664532,2.889145358119327
彬,40,80,4.836591668108977,3.8924071185928746
丰,40,80,4.741363816328152,4.422543643108319
增,40,80,4.686146588249909,4.631615665225586
阵,40,80,4.651084443403434,4.803055907333277
掌,40,80,4.605006663558673,4.546593564294937
预,40,80,4.570676501402575,4.663909765557392
毅,40,80,4.483856189774723,4.270910335425636
药,40,80,4.3845171317931,4.134334254292495
溪,40,80,4.32323142879762,4.722966879142464
半,40,80,4.1757358691004915,4.530550244581283
险,40,80,4.023136955868885,4.855789718806774
卷,40,80,3.892407118592875,4.279551420856878
形,40,80,3.873900343343279,4.628108095241736
巨,40,80,3.7315408113833324,4.5625
壮,40,80,3.638402746448278,4.875145808605838
桓,40,80,3.613608500731241,3.456974426745135
渐,39,80,4.8791433740260075,4.3565583354166755
横,39,80,4.746002827296314,4.04980087635729
支,39,80,4.597276316262592,3.8082708345352585
减,39,80,4.55954563450997,4.476409765557392
宠,39,80,4.535848502951413,4.535848502951413
申,39,80,4.167812032533444,4.582913245731168
忌,39,80,4.023465189601646,4.371087149178846
毋,38,80,5.090032776601483,4.1219280948873624
词,38,80,4.9375,4.142295219190902
刚,38,80,4.771142620598472,4.148793873400497
僧,38,80,4.626150431961055,4.254525464966176
沙,38,80,4.5625,3.3606510039239925
忍,38,80,4.5514621540397995,3.1847728337743964
辩,38,80,4.546593564294937,4.4115854318374295
审,38,80,4.538909765557392,4.392582755590971
虎,38,80,4.51839711669891,4.8125
佑,38,80,4.51839711669891,4.323856189774723
毁,38,80,4.488506136056213,4.788909765557392
洪,38,80,4.486348298002913,4.03740119765411
折,38,80,4.453235913127292,4.822000516883151
绅,38,80,4.4375,3.5033529773639764
逐,38,80,4.278351811711311,4.548394345536403
敛,38,80,3.952819531114783,4.142295219190901
萧,38,80,3.877443751081733,4.351823225551767
衰,38,80,3.8453509366224354,4.722966879142467
律,38,80,3.844881935429326,4.107156230921613
池,38,80,3.7541634277688822,4.087462841250339
单,38,80,2.1828742611640903,4.6150610122030695
沛,38,80,2.0368233459434153,3.517816090559699
芳,37,80,4.9375,2.5802341939687476
依,37,80,4.815622570826658,4.254525464966177
卢,37,80,4.739097917988785,4.373660689688184
产,37,80,4.720049960644813,4.085588016574085
苟,37,80,4.702564514219129,4.083856189774723
斤,37,80,4.593069207771891,4.011365041826378
舆,37,80,4.440223928941853,4.370859077232684
淳,37,80,4.354852073838349,3.5316306463679625
颜,37,80,4.280639062229566,4.392747410448783
抑,37,80,4.23275992404493,4.501629167387823
科,37,80,4.168325822713779,4.397579003389627
雅,37,80,4.134336113194453,4.5366702556565315
择,37,80,4.006876945083699,4.211260736432281
阿,37,80,3.9640461055886584,4.75
讼,37,80,3.4464393446710155,4.328950468617944
提,37,80,3.3855130303998813,4.162294909570877
突,37,80,2.4666130340903742,4.760647923290102
逵,36,80,4.801969876934212,3.8924071185928746
启,36,80,4.6534955617749425,3.868664553793222
忽,36,80,4.625,4.001629167387823
托,36,80,4.517559429596342,3.86818194698418
放,36,80,4.476064195050471,4.889680181354618
米,36,80,4.415061012203069,4.548394345536403
贪,36,80,4.395998870534841,4.625053839880556
厉,36,80,4.102678595702847,4.9375
屈,36,80,4.08746284125034,3.90320806164768
敏,36,80,4.023136955868886,4.477024973539648
览,36,80,4.015319531114783,4.370859077232684
尺,36,80,3.979097891134804,4.054538856580817
笃,36,80,3.892407118592875,4.4992275471326915
供,36,80,3.8768388159347924,3.6711499390701863
墓,36,80,3.7849418274376423,4.781036112553421
俭,36,80,3.7622673906514947,4.043057694064252
旱,36,80,3.721928094887362,3.7554460052665464
彦,36,80,3.6728448790905732,4.181786496009062
惮,36,80,3.019250912838829,4.265319531114783
逢,36,80,2.7344303777051526,4.1523912776298655
罗,35,80,4.748940047005428,4.664497779200463
惇,35,80,4.696131794257844,3.6982458350160328
叶,35,80,4.440223928941853,4.556088322639176
逸,35,80,4.43063240949075,3.623320381093429
囚,35,80,4.363713275750188,4.720049960644813
稽,35,80,4.3636085007312415,2.1175416913014384
愚,35,80,4.143892585265463,3.5876013115120555
粟,35,80,4.1219280948873624,4.438333513297849
祀,35,80,4.102678595702848,3.775475847209144
印,35,80,4.028072996388509,3.6776077224542876
溃,35,80,3.734521664779752,4.245469029158445
卧,35,80,3.5266927073956857,4.657882376868653
骨,35,80,3.3263604079526927,3.3206267624076378
扰,35,80,2.9772170014624826,4.536286231168866
陆,34,80,4.726409765557392,3.909275070710712
介,34,80,4.625053839880556,4.215018266288633
妄,34,80,4.481727678869737,3.856196298219381
伪,34,80,4.254195650150781,4.418157288156418
错,34,80,4.250752013250441,3.493660689688184
采,34,80,4.2098671219040344,4.825164052322361
币,34,80,4.106603137064474,3.9620315910594446
仰,34,80,4.090234012145145,3.682817315121022
候,34,80,3.975418017913832,4.348394345536403
帛,34,80,3.7841837197791888,3.279936085369394
条,34,80,3.730750178437043,4.706890595608519
秀,34,80,3.4480648164173853,4.620151695116031
迹,34,80,3.2516291673878226,4.3246987351738495
遁,34,80,2.6914330218214646,4.726409765557392
崩,34,80,2.1280852788913944,2.815196458469447
投,33,80,4.513794876803093,4.297079327540665
觉,33,80,4.46967048737186,3.950063756436209
趣,33,80,4.458591205867174,4.132944044980958
倚,33,80,4.453880987666651,4.16829583405449
激,33,80,4.41506101220307,4.250752013250441
履,33,80,4.363713275750188,4.418295834054489
泉,33,80,4.315824333525706,4.378783493486177
隶,33,80,4.286790198827111,3.699513850319966
奋,33,80,4.226474118254377,4.681727678869737
郊,33,80,4.213660689688184,3.9917292966721747
诵,33,80,4.2098671219040344,4.06610893983748
芝,33,80,4.1804513908921015,4.070656113151928
纪,33,80,4.136842188131012,4.253235913127291
违,33,80,4.032303242743954,4.1804513908921015
泽,33,80,3.970573095811684,4.265319531114783
祯,33,80,3.93456081428629,3.526234909949521
斥,33,80,3.8438561897747228,4.293686926968942
防,33,80,3.8330709070912787,3.739572261986723
医,33,80,3.804832522370758,3.9582291686698796
朔,33,80,3.664083511770376,3.9614063297218425
甘,33,80,3.5848683589017414,4.061482186720774
弊,33,80,3.521640636343319,4.0
锦,33,80,3.3820488277869583,4.132944044980958
涕,33,80,3.295357051617442,2.673431822285143
嵩,33,80,3.1995138503199656,3.4585250192341497
亟,32,80,4.696131794257844,4.03740119765411
朗,32,80,4.556088322639176,4.297079327540665
津,32,80,4.430632409490749,4.1053885422075345
倾,32,80,4.375,4.607264455478377
馆,32,80,4.229871195093384,3.9407598325400897
背,32,80,4.1429146733542535,3.9092750707107125
戎,32,80,4.106377316818028,4.349191770915038
式,32,80,4.095795255000931,3.6416041678685933
落,32,80,4.088779347361362,4.487122805397798
诉,32,80,4.003856189774724,4.651084443403434
赖,32,80,3.8967981337162896,3.923251796980337
乌,32,80,3.793739263579227,3.7544418457133446
贱,32,80,3.646439344671015,3.7159321855150296
秩,32,80,3.5726236638951625,4.116264615668023
效,32,80,3.503701696057348,4.481727678869737
祥,32,80,3.228247467020002,3.7671834678914604
幽,32,80,2.2362949406953985,4.011365041826378
阅,31,80,4.640223928941852,4.247927513443583
贬,31,80,4.504706483564823,4.277613436819114
程,31,80,4.49468036840891,3.9361804341297555
翁,31,80,4.494680368408909,3.3815804883091634
蛮,31,80,4.4838561897747224,4.181786496009061
谟,31,80,4.436605434317882,3.522055208874201
带,31,80,4.418295834054489,3.2673195285703205
屏,31,80,4.356558335416675,2.9534452978042594
船,31,80,4.349648912578752,4.363713275750188
柳,31,80,4.324848729602135,4.058813890331201
熹,31,80,4.31971753049182,3.7841837197791883
库,31,80,4.315824333525707,4.548394345536403
念,31,80,4.250826743850996,4.46967048737186
符,31,80,4.235926350629033,3.5485269106090525
撰,31,80,4.221928094887362,2.760820318171659
羊,31,80,4.208410187268527,3.708048150071232
逮,31,80,4.18083298720544,3.9754180179138325
树,31,80,4.165894208390023,4.375222374437917
普,31,80,4.090234012145145,4.243300368538955
品,31,80,4.0220552088742005,3.7492553971685
超,31,80,3.994680368408908,4.001822825622231
寄,31,80,3.986187965046304,3.9701755214643457
虞,31,80,3.970573095811684,4.017894147619623
席,31,80,3.969815782426811,4.49468036840891
歌,31,80,3.95822916866988,4.254525464966176
抗,31,80,3.889049535914169,4.403856189774723
哭,31,80,3.8208888513501877,4.0381728050993875
练,31,80,3.7588670992335307,3.2398947777165876
伍,31,80,3.720128777433186,3.686419411348773
导,31,80,3.688721875540868,4.532665279941249
鼓,31,80,3.6644977792004614,3.845350936622435
岳,31,80,3.1941850767035573,4.277613436819113
扶,31,80,3.1845559946799584,3.684183719779189
冀,31,80,3.128085278891394,4.201841232302569
慨,31,80,2.8919954870390194,2.248529327128576
编,31,80,2.6503255293408428,3.594482506519419
躬,30,80,4.46967048737186,4.070656113151927
索,30,80,4.415061012203069,4.418295834054489
悲,30,80,4.32859953904025,4.142914673354254
班,30,80,4.286790198827112,4.023145853739675
仅,30,80,4.253235913127292,3.9321380397593733
邀,30,80,4.185230132909402,4.453660689688184
种,30,80,4.165894208390023,4.6375375112660535
募,30,80,4.014146761422729,4.000645725252348
梦,30,80,3.91379956460568,4.1757358691004915
罚,30,80,3.905764584655453,3.3023215410940763
戏,30,80,3.7871439606981383,4.351823225551767
壁,30,80,3.572469458770136,3.823498236506883
灾,30,80,3.077819531114783,4.378783493486177
否,30,80,2.6464393446710157,3.3442426054933976
篇,30,80,2.5216406363433186,4.231401845392172
恬,29,80,4.450212064914748,2.413088436425758
鱼,29,80,4.349648912578752,4.023136955868886
敦,29,80,4.28022625367366,4.163856189774723
细,29,80,4.243856189774723,4.3565583354166755
堪,29,80,4.243300368538955,2.8760335779708557
诬,29,80,4.229871195093384,4.243856189774723
冯,29,80,4.088779347361362,4.136842188131012
逼,29,80,4.0559581516151235,4.418295834054489
屋,29,80,4.011365041826379,4.236368983644952
削,29,80,3.9790978911348036,4.453660689688184
缘,29,80,3.9044815311826344,4.3927474104487825
乏,29,80,3.8521687236032816,4.349191770915039
园,29,80,3.834962500721157,4.088220835496803
脱,29,80,3.7923766229704445,4.363713275750188
鹿,29,80,3.784941827437642,4.176992007585829
邺,29,80,3.7216117239699,3.0136606896881855
竹,29,80,3.6818808028034016,3.602316558505553
衡,29,80,3.3632869239960543,4.310443057719025
俯,29,80,3.3373099413886695,4.142664355548846
顿,29,80,3.108703203637898,4.402673613114325
遽,28,80,4.6808134280893965,4.277613436819114
融,28,80,4.584962500721156,3.5068905956085183
褚,28,80,4.368522527728205,3.75
旁,28,80,4.363713275750188,4.334962500721156
晖,28,80,4.363713275750188,2.851510777487775
衍,28,80,4.316827716832515,3.5280643115840493
乔,28,80,4.16829583405449,4.169925001442312
付,28,80,4.1619781796795525,4.286790198827111
锡,28,80,4.142914673354254,2.865748962019488
讳,28,80,4.142664355548846,3.855388542207534
劫,28,80,4.083856189774724,4.315824333525707
缺,28,80,4.03740119765411,4.136842188131012
惜,28,80,3.93456081428629,4.1757358691004915
暮,28,80,3.9321380397593733,3.8796640049025926
却,28,80,3.826874881864636,4.436605434317882
斋,28,80,3.7887549139935017,3.041706277574313
